"Date","Price","Open","High","Low","Change %"
"Dec 13, 2016","4,117.000","4,117.000","4,117.000","4,117.000","-0.31%"
"Dec 12, 2016","4,130.000","4,130.000","4,130.000","4,130.000","1.25%"
"Dec 09, 2016","4,079.000","4,079.000","4,079.000","4,079.000","0.57%"
"Dec 08, 2016","4,056.000","4,056.000","4,056.000","4,056.000","0.12%"
"Dec 07, 2016","4,051.000","4,051.000","4,051.000","4,051.000","0.92%"
"Dec 06, 2016","4,014.000","4,014.000","4,014.000","4,014.000","0.00%"
"Dec 05, 2016","4,014.000","4,014.000","4,014.000","4,014.000","0.15%"
"Dec 02, 2016","4,008.000","4,008.000","4,008.000","4,008.000","-0.60%"
"Dec 01, 2016","4,032.000","4,032.000","4,032.000","4,032.000","1.97%"
"Nov 30, 2016","3,954.000","3,954.000","3,954.000","3,954.000","0.38%"
"Nov 29, 2016","3,939.000","3,939.000","3,939.000","3,939.000","-0.28%"
"Nov 28, 2016","3,950.000","3,950.000","3,950.000","3,950.000","-1.30%"
"Nov 25, 2016","4,002.000","4,002.000","4,002.000","4,002.000","1.21%"
"Nov 24, 2016","3,954.000","3,954.000","3,954.000","3,954.000","2.04%"
"Nov 22, 2016","3,875.000","3,875.000","3,875.000","3,875.000","-1.45%"
"Nov 21, 2016","3,932.000","3,932.000","3,932.000","3,932.000","0.61%"
"Nov 18, 2016","3,908.000","3,908.000","3,908.000","3,908.000","1.56%"
"Nov 17, 2016","3,848.000","3,848.000","3,848.000","3,848.000","-0.08%"
"Nov 16, 2016","3,851.000","3,851.000","3,851.000","3,851.000","1.53%"
"Nov 15, 2016","3,793.000","3,793.000","3,793.000","3,793.000","-0.37%"
"Nov 14, 2016","3,807.000","3,807.000","3,807.000","3,807.000","0.66%"
"Nov 11, 2016","3,782.000","3,782.000","3,782.000","3,782.000","0.75%"
"Nov 10, 2016","3,754.000","3,754.000","3,754.000","3,754.000","3.16%"
"Nov 09, 2016","3,639.000","3,639.000","3,639.000","3,639.000","-2.26%"
"Nov 08, 2016","3,723.000","3,723.000","3,723.000","3,723.000","1.14%"
"Nov 07, 2016","3,681.000","3,681.000","3,681.000","3,681.000","0.88%"
"Nov 04, 2016","3,649.000","3,649.000","3,649.000","3,649.000","-1.46%"
"Nov 02, 2016","3,703.000","3,703.000","3,703.000","3,703.000","-0.99%"
"Nov 01, 2016","3,740.000","3,740.000","3,740.000","3,740.000","-0.37%"
"Oct 31, 2016","3,754.000","3,754.000","3,754.000","3,754.000","-0.58%"
"Oct 28, 2016","3,776.000","3,776.000","3,776.000","3,776.000","0.43%"
"Oct 27, 2016","3,760.000","3,760.000","3,760.000","3,760.000","0.03%"
"Oct 26, 2016","3,759.000","3,759.000","3,759.000","3,759.000","-0.32%"
"Oct 25, 2016","3,771.000","3,771.000","3,771.000","3,771.000","0.53%"
"Oct 24, 2016","3,751.000","3,751.000","3,751.000","3,751.000","-2.09%"
"Oct 21, 2016","3,831.000","3,831.000","3,831.000","3,831.000","0.66%"
"Oct 20, 2016","3,806.000","3,806.000","3,806.000","3,806.000","0.13%"
"Oct 19, 2016","3,801.000","3,801.000","3,801.000","3,801.000","0.18%"
"Oct 18, 2016","3,794.000","3,794.000","3,794.000","3,794.000","-0.42%"
"Oct 17, 2016","3,810.000","3,810.000","3,810.000","3,810.000","0.53%"
"Oct 14, 2016","3,790.000","3,790.000","3,790.000","3,790.000","-0.81%"
"Oct 13, 2016","3,821.000","3,821.000","3,821.000","3,821.000","0.79%"
"Oct 12, 2016","3,791.000","3,791.000","3,791.000","3,791.000","-0.34%"
"Oct 11, 2016","3,804.000","3,804.000","3,804.000","3,804.000","0.18%"
"Oct 07, 2016","3,797.000","3,797.000","3,797.000","3,797.000","0.32%"
"Oct 06, 2016","3,785.000","3,785.000","3,785.000","3,785.000","0.83%"
"Oct 05, 2016","3,754.000","3,754.000","3,754.000","3,754.000","0.78%"
"Oct 04, 2016","3,725.000","3,725.000","3,725.000","3,725.000","0.70%"
"Oct 03, 2016","3,699.000","3,699.000","3,699.000","3,699.000","0.52%"
"Sep 30, 2016","3,680.000","3,680.000","3,680.000","3,680.000","0.16%"
"Sep 29, 2016","3,674.000","3,674.000","3,674.000","3,674.000","0.80%"
"Sep 28, 2016","3,645.000","3,645.000","3,645.000","3,645.000","0.19%"
"Sep 27, 2016","3,638.000","3,638.000","3,638.000","3,638.000","-0.60%"
"Sep 26, 2016","3,660.000","3,660.000","3,660.000","3,660.000","-0.27%"
"Sep 23, 2016","3,670.000","3,670.000","3,670.000","3,670.000","-1.82%"
"Sep 21, 2016","3,738.000","3,738.000","3,738.000","3,738.000","-0.13%"
"Sep 20, 2016","3,743.000","3,743.000","3,743.000","3,743.000","-0.03%"
"Sep 16, 2016","3,744.000","3,744.000","3,744.000","3,744.000","-0.40%"
"Sep 15, 2016","3,759.000","3,759.000","3,759.000","3,759.000","-0.27%"
"Sep 14, 2016","3,769.000","3,769.000","3,769.000","3,769.000","0.83%"
"Sep 13, 2016","3,738.000","3,738.000","3,738.000","3,738.000","-1.27%"
"Sep 12, 2016","3,786.000","3,786.000","3,786.000","3,786.000","-0.13%"
"Sep 09, 2016","3,791.000","3,791.000","3,791.000","3,791.000","0.74%"
"Sep 08, 2016","3,763.000","3,763.000","3,763.000","3,763.000","0.35%"
"Sep 07, 2016","3,750.000","3,750.000","3,750.000","3,750.000","-1.99%"
"Sep 06, 2016","3,826.000","3,826.000","3,826.000","3,826.000","-0.36%"
"Sep 05, 2016","3,840.000","3,840.000","3,840.000","3,840.000","0.76%"
"Sep 02, 2016","3,811.000","3,811.000","3,811.000","3,811.000","0.03%"
"Sep 01, 2016","3,810.000","3,810.000","3,810.000","3,810.000","-0.08%"
"Aug 31, 2016","3,813.000","3,813.000","3,813.000","3,813.000","1.30%"
"Aug 30, 2016","3,764.000","3,764.000","3,764.000","3,764.000","0.16%"
"Aug 29, 2016","3,758.000","3,758.000","3,758.000","3,758.000","1.46%"
"Aug 26, 2016","3,704.000","3,704.000","3,704.000","3,704.000","-0.05%"
"Aug 25, 2016","3,706.000","3,706.000","3,706.000","3,706.000","0.08%"
"Aug 24, 2016","3,703.000","3,703.000","3,703.000","3,703.000","0.41%"
"Aug 23, 2016","3,688.000","3,688.000","3,688.000","3,688.000","-0.32%"
"Aug 22, 2016","3,700.000","3,700.000","3,700.000","3,700.000","-1.67%"
"Aug 19, 2016","3,763.000","3,763.000","3,763.000","3,763.000","0.75%"
"Aug 18, 2016","3,735.000","3,735.000","3,735.000","3,735.000","-0.90%"
"Aug 17, 2016","3,769.000","3,769.000","3,769.000","3,769.000","-0.32%"
"Aug 16, 2016","3,781.000","3,781.000","3,781.000","3,781.000","-0.11%"
"Aug 15, 2016","3,785.000","3,785.000","3,785.000","3,785.000","-0.60%"
"Aug 12, 2016","3,808.000","3,808.000","3,808.000","3,808.000","0.66%"
