"Date","Price","Open","High","Low","Change %"
"Feb 03, 2016","8,761.000","8,761.000","8,761.000","8,761.000","-0.19%"
"Feb 02, 2016","8,778.000","8,778.000","8,778.000","8,778.000","1.59%"
"Feb 01, 2016","8,641.000","8,641.000","8,641.000","8,641.000","1.42%"
"Jan 29, 2016","8,520.000","8,520.000","8,520.000","8,520.000","0.08%"
"Jan 28, 2016","8,513.000","8,513.000","8,513.000","8,513.000","0.13%"
"Jan 27, 2016","8,502.000","8,502.000","8,502.000","8,502.000","0.72%"
"Jan 26, 2016","8,441.000","8,441.000","8,441.000","8,441.000","1.01%"
"Jan 25, 2016","8,357.000","8,357.000","8,357.000","8,357.000","0.76%"
"Jan 22, 2016","8,294.000","8,294.000","8,294.000","8,294.000","0.16%"
"Jan 21, 2016","8,281.000","8,281.000","8,281.000","8,281.000","-0.05%"
"Jan 20, 2016","8,285.000","8,285.000","8,285.000","8,285.000","0.36%"
"Jan 19, 2016","8,255.000","8,255.000","8,255.000","8,255.000","-0.47%"
"Jan 18, 2016","8,294.000","8,294.000","8,294.000","8,294.000","0.11%"
"Jan 15, 2016","8,285.000","8,285.000","8,285.000","8,285.000","-0.49%"
"Jan 14, 2016","8,326.000","8,326.000","8,326.000","8,326.000","0.59%"
"Jan 13, 2016","8,277.000","8,277.000","8,277.000","8,277.000","-1.09%"
"Jan 12, 2016","8,368.000","8,368.000","8,368.000","8,368.000","-0.50%"
"Jan 08, 2016","8,410.000","8,410.000","8,410.000","8,410.000","0.67%"
"Jan 07, 2016","8,354.000","8,354.000","8,354.000","8,354.000","0.63%"
"Jan 06, 2016","8,302.000","8,302.000","8,302.000","8,302.000","-0.32%"
"Jan 05, 2016","8,329.000","8,329.000","8,329.000","8,329.000","0.58%"
"Jan 04, 2016","8,281.000","8,281.000","8,281.000","8,281.000","-0.65%"
"Dec 30, 2015","8,335.000","8,335.000","8,335.000","8,335.000","-0.45%"
"Dec 29, 2015","8,373.000","8,373.000","8,373.000","8,373.000","0.00%"
"Dec 28, 2015","8,373.000","8,373.000","8,373.000","8,373.000","-0.01%"
"Dec 25, 2015","8,374.000","8,374.000","8,374.000","8,374.000","0.01%"
"Dec 24, 2015","8,373.000","8,373.000","8,373.000","8,373.000","-1.17%"
"Dec 22, 2015","8,472.000","8,472.000","8,472.000","8,472.000","1.15%"
"Dec 21, 2015","8,376.000","8,376.000","8,376.000","8,376.000","0.71%"
"Dec 18, 2015","8,317.000","8,317.000","8,317.000","8,317.000","-1.98%"
"Dec 17, 2015","8,485.000","8,485.000","8,485.000","8,485.000","2.00%"
"Dec 16, 2015","8,319.000","8,319.000","8,319.000","8,319.000","-0.88%"
"Dec 15, 2015","8,393.000","8,393.000","8,393.000","8,393.000","-0.75%"
"Dec 14, 2015","8,456.000","8,456.000","8,456.000","8,456.000","0.02%"
"Dec 11, 2015","8,454.000","8,454.000","8,454.000","8,454.000","-1.51%"
"Dec 10, 2015","8,584.000","8,584.000","8,584.000","8,584.000","0.16%"
"Dec 09, 2015","8,570.000","8,570.000","8,570.000","8,570.000","-0.24%"
"Dec 08, 2015","8,591.000","8,591.000","8,591.000","8,591.000","0.17%"
"Dec 07, 2015","8,576.000","8,576.000","8,576.000","8,576.000","1.34%"
"Dec 04, 2015","8,463.000","8,463.000","8,463.000","8,463.000","0.40%"
"Dec 03, 2015","8,429.000","8,429.000","8,429.000","8,429.000","-0.84%"
"Dec 02, 2015","8,500.000","8,500.000","8,500.000","8,500.000","0.21%"
"Dec 01, 2015","8,482.000","8,482.000","8,482.000","8,482.000","0.66%"
"Nov 30, 2015","8,426.000","8,426.000","8,426.000","8,426.000","-1.10%"
"Nov 27, 2015","8,520.000","8,520.000","8,520.000","8,520.000","0.40%"
"Nov 26, 2015","8,486.000","8,486.000","8,486.000","8,486.000","-0.83%"
"Nov 25, 2015","8,557.000","8,557.000","8,557.000","8,557.000","0.25%"
"Nov 24, 2015","8,536.000","8,536.000","8,536.000","8,536.000","-1.17%"
"Nov 20, 2015","8,637.000","8,637.000","8,637.000","8,637.000","1.33%"
"Nov 19, 2015","8,524.000","8,524.000","8,524.000","8,524.000","-1.09%"
"Nov 18, 2015","8,618.000","8,618.000","8,618.000","8,618.000","-0.08%"
"Nov 17, 2015","8,625.000","8,625.000","8,625.000","8,625.000","0.31%"
"Nov 16, 2015","8,598.000","8,598.000","8,598.000","8,598.000","-0.81%"
"Nov 13, 2015","8,668.000","8,668.000","8,668.000","8,668.000","-0.10%"
"Nov 12, 2015","8,677.000","8,677.000","8,677.000","8,677.000","0.02%"
"Nov 11, 2015","8,675.000","8,675.000","8,675.000","8,675.000","-0.41%"
"Nov 10, 2015","8,711.000","8,711.000","8,711.000","8,711.000","0.95%"
"Nov 09, 2015","8,629.000","8,629.000","8,629.000","8,629.000","-1.41%"
