"Date","Price","Open","High","Low","Change %"
"Sep 27, 2016","199.39","199.39","199.39","199.39","0.65%"
"Sep 26, 2016","198.11","198.11","198.11","198.11","-0.85%"
"Sep 23, 2016","199.81","199.81","199.81","199.81","-0.57%"
"Sep 22, 2016","200.96","200.96","200.96","200.96","0.65%"
"Sep 21, 2016","199.66","199.66","199.66","199.66","1.09%"
"Sep 20, 2016","197.50","197.50","197.50","197.50","0.03%"
"Sep 19, 2016","197.44","197.44","197.44","197.44","0.00%"
"Sep 16, 2016","197.44","197.44","197.44","197.44","-0.38%"
"Sep 15, 2016","198.19","198.19","198.19","198.19","1.03%"
"Sep 14, 2016","196.17","196.17","196.17","196.17","-0.05%"
"Sep 13, 2016","196.27","196.27","196.27","196.27","-1.45%"
"Sep 12, 2016","199.16","199.16","199.16","199.16","1.02%"
"Sep 09, 2016","197.15","197.15","197.15","197.15","-2.45%"
"Sep 08, 2016","202.10","202.10","202.10","202.10","-0.22%"
"Sep 07, 2016","202.54","202.54","202.54","202.54","0.01%"
"Sep 06, 2016","202.52","202.52","202.52","202.52","0.30%"
"Sep 02, 2016","201.92","201.92","201.92","201.92","0.43%"
"Sep 01, 2016","201.06","201.06","201.06","201.06","-0.00%"
"Aug 31, 2016","201.07","201.07","201.07","201.07","-0.22%"
"Aug 30, 2016","201.51","201.51","201.51","201.51","-0.18%"
"Aug 29, 2016","201.87","201.87","201.87","201.87","0.53%"
"Aug 26, 2016","200.80","200.80","200.80","200.80","-0.15%"
"Aug 25, 2016","201.11","201.11","201.11","201.11","-0.13%"
"Aug 24, 2016","201.38","201.38","201.38","201.38","-0.52%"
"Aug 23, 2016","202.43","202.43","202.43","202.43","0.20%"
"Aug 22, 2016","202.03","202.03","202.03","202.03","-0.05%"
"Aug 19, 2016","202.14","202.14","202.14","202.14","-0.13%"
"Aug 18, 2016","202.40","202.40","202.40","202.40","0.22%"
"Aug 17, 2016","201.95","201.95","201.95","201.95","0.21%"
"Aug 16, 2016","201.53","201.53","201.53","201.53","-0.53%"
"Aug 15, 2016","202.60","202.60","202.60","202.60","0.29%"
"Aug 12, 2016","202.02","202.02","202.02","202.02","-0.07%"
"Aug 11, 2016","202.17","202.17","202.17","202.17","0.49%"
"Aug 10, 2016","201.19","201.19","201.19","201.19","-0.25%"
"Aug 09, 2016","201.69","201.69","201.69","201.69","0.04%"
"Aug 08, 2016","201.60","201.60","201.60","201.60","-0.08%"
"Aug 05, 2016","201.77","201.77","201.77","201.77","0.86%"
"Aug 04, 2016","200.04","200.04","200.04","200.04","0.05%"
"Aug 03, 2016","199.95","199.95","199.95","199.95","0.34%"
"Aug 02, 2016","199.27","199.27","199.27","199.27","-0.63%"
"Aug 01, 2016","200.54","200.54","200.54","200.54","-0.12%"
"Jul 29, 2016","200.79","200.79","200.79","200.79","0.16%"
"Jul 28, 2016","200.46","200.46","200.46","200.46","0.17%"
"Jul 27, 2016","200.12","200.12","200.12","200.12","-0.12%"
"Jul 26, 2016","200.36","200.36","200.36","200.36","0.03%"
"Jul 25, 2016","200.29","200.29","200.29","200.29","-0.30%"
"Jul 22, 2016","200.89","200.89","200.89","200.89","0.46%"
"Jul 21, 2016","199.98","199.98","199.98","199.98","-0.36%"
"Jul 20, 2016","200.70","200.70","200.70","200.70","0.44%"
