ID,diagOnly,meta,metaRate,penalty,initAlpha,initD,wGen,initLambda,finalLambda,tauLambda
3478,1,0,0.1,0.001,0.0001,0.0001,0.00015,0.001,0.9999,0.05
3479,0,1,0.1,0.001,0.0001,0.0001,0.00015,0.001,0.9999,0.05
3480,1,1,0.1,0.001,0.0001,0.0001,0.00015,0.001,0.9999,0.05
3481,0,0,0.001,0.0001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3482,1,0,0.001,0.0001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3483,0,1,0.001,0.0001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3484,1,1,0.001,0.0001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3485,0,0,0.01,0.0001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3486,1,0,0.01,0.0001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3487,0,1,0.01,0.0001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3488,1,1,0.01,0.0001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3489,0,0,0.1,0.0001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3490,1,0,0.1,0.0001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3491,0,1,0.1,0.0001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3492,1,1,0.1,0.0001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3493,0,0,0.001,0.001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3494,1,0,0.001,0.001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3495,0,1,0.001,0.001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3496,1,1,0.001,0.001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3497,0,0,0.01,0.001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3498,1,0,0.01,0.001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3499,0,1,0.01,0.001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3500,1,1,0.01,0.001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3501,0,0,0.1,0.001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3502,1,0,0.1,0.001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3503,0,1,0.1,0.001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3504,1,1,0.1,0.001,0.001,0.0001,0.00015,0.001,0.9999,0.05
3505,0,0,0.001,0.0001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3506,1,0,0.001,0.0001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3507,0,1,0.001,0.0001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3508,1,1,0.001,0.0001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3509,0,0,0.01,0.0001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3510,1,0,0.01,0.0001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3511,0,1,0.01,0.0001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3512,1,1,0.01,0.0001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3513,0,0,0.1,0.0001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3514,1,0,0.1,0.0001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3515,0,1,0.1,0.0001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3516,1,1,0.1,0.0001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3517,0,0,0.001,0.001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3518,1,0,0.001,0.001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3519,0,1,0.001,0.001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3520,1,1,0.001,0.001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3521,0,0,0.01,0.001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3522,1,0,0.01,0.001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3523,0,1,0.01,0.001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3524,1,1,0.01,0.001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3525,0,0,0.1,0.001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3526,1,0,0.1,0.001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3527,0,1,0.1,0.001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3528,1,1,0.1,0.001,0.01,0.0001,0.00015,0.001,0.9999,0.05
3529,0,0,0.001,0.0001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3530,1,0,0.001,0.0001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3531,0,1,0.001,0.0001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3532,1,1,0.001,0.0001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3533,0,0,0.01,0.0001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3534,1,0,0.01,0.0001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3535,0,1,0.01,0.0001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3536,1,1,0.01,0.0001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3537,0,0,0.1,0.0001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3538,1,0,0.1,0.0001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3539,0,1,0.1,0.0001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3540,1,1,0.1,0.0001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3541,0,0,0.001,0.001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3542,1,0,0.001,0.001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3543,0,1,0.001,0.001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3544,1,1,0.001,0.001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3545,0,0,0.01,0.001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3546,1,0,0.01,0.001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3547,0,1,0.01,0.001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3548,1,1,0.01,0.001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3549,0,0,0.1,0.001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3550,1,0,0.1,0.001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3551,0,1,0.1,0.001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3552,1,1,0.1,0.001,0.0001,0.001,0.00015,0.001,0.9999,0.05
3553,0,0,0.001,0.0001,0.001,0.001,0.00015,0.001,0.9999,0.05
3554,1,0,0.001,0.0001,0.001,0.001,0.00015,0.001,0.9999,0.05
3555,0,1,0.001,0.0001,0.001,0.001,0.00015,0.001,0.9999,0.05
3556,1,1,0.001,0.0001,0.001,0.001,0.00015,0.001,0.9999,0.05
3557,0,0,0.01,0.0001,0.001,0.001,0.00015,0.001,0.9999,0.05
3558,1,0,0.01,0.0001,0.001,0.001,0.00015,0.001,0.9999,0.05
3559,0,1,0.01,0.0001,0.001,0.001,0.00015,0.001,0.9999,0.05
3560,1,1,0.01,0.0001,0.001,0.001,0.00015,0.001,0.9999,0.05
3561,0,0,0.1,0.0001,0.001,0.001,0.00015,0.001,0.9999,0.05
3562,1,0,0.1,0.0001,0.001,0.001,0.00015,0.001,0.9999,0.05
3563,0,1,0.1,0.0001,0.001,0.001,0.00015,0.001,0.9999,0.05
3564,1,1,0.1,0.0001,0.001,0.001,0.00015,0.001,0.9999,0.05
3565,0,0,0.001,0.001,0.001,0.001,0.00015,0.001,0.9999,0.05
3566,1,0,0.001,0.001,0.001,0.001,0.00015,0.001,0.9999,0.05
3567,0,1,0.001,0.001,0.001,0.001,0.00015,0.001,0.9999,0.05
3568,1,1,0.001,0.001,0.001,0.001,0.00015,0.001,0.9999,0.05
3569,0,0,0.01,0.001,0.001,0.001,0.00015,0.001,0.9999,0.05
3570,1,0,0.01,0.001,0.001,0.001,0.00015,0.001,0.9999,0.05
3571,0,1,0.01,0.001,0.001,0.001,0.00015,0.001,0.9999,0.05
3572,1,1,0.01,0.001,0.001,0.001,0.00015,0.001,0.9999,0.05
3573,0,0,0.1,0.001,0.001,0.001,0.00015,0.001,0.9999,0.05
3574,1,0,0.1,0.001,0.001,0.001,0.00015,0.001,0.9999,0.05
3575,0,1,0.1,0.001,0.001,0.001,0.00015,0.001,0.9999,0.05
3576,1,1,0.1,0.001,0.001,0.001,0.00015,0.001,0.9999,0.05
3577,0,0,0.001,0.0001,0.01,0.001,0.00015,0.001,0.9999,0.05
3578,1,0,0.001,0.0001,0.01,0.001,0.00015,0.001,0.9999,0.05
3579,0,1,0.001,0.0001,0.01,0.001,0.00015,0.001,0.9999,0.05
3580,1,1,0.001,0.0001,0.01,0.001,0.00015,0.001,0.9999,0.05
3581,0,0,0.01,0.0001,0.01,0.001,0.00015,0.001,0.9999,0.05
3582,1,0,0.01,0.0001,0.01,0.001,0.00015,0.001,0.9999,0.05
3583,0,1,0.01,0.0001,0.01,0.001,0.00015,0.001,0.9999,0.05
3584,1,1,0.01,0.0001,0.01,0.001,0.00015,0.001,0.9999,0.05
3585,0,0,0.1,0.0001,0.01,0.001,0.00015,0.001,0.9999,0.05
3586,1,0,0.1,0.0001,0.01,0.001,0.00015,0.001,0.9999,0.05
3587,0,1,0.1,0.0001,0.01,0.001,0.00015,0.001,0.9999,0.05
3588,1,1,0.1,0.0001,0.01,0.001,0.00015,0.001,0.9999,0.05
3589,0,0,0.001,0.001,0.01,0.001,0.00015,0.001,0.9999,0.05
3590,1,0,0.001,0.001,0.01,0.001,0.00015,0.001,0.9999,0.05
3591,0,1,0.001,0.001,0.01,0.001,0.00015,0.001,0.9999,0.05
3592,1,1,0.001,0.001,0.01,0.001,0.00015,0.001,0.9999,0.05
3593,0,0,0.01,0.001,0.01,0.001,0.00015,0.001,0.9999,0.05
3594,1,0,0.01,0.001,0.01,0.001,0.00015,0.001,0.9999,0.05
3595,0,1,0.01,0.001,0.01,0.001,0.00015,0.001,0.9999,0.05
3596,1,1,0.01,0.001,0.01,0.001,0.00015,0.001,0.9999,0.05
3597,0,0,0.1,0.001,0.01,0.001,0.00015,0.001,0.9999,0.05
3598,1,0,0.1,0.001,0.01,0.001,0.00015,0.001,0.9999,0.05
3599,0,1,0.1,0.001,0.01,0.001,0.00015,0.001,0.9999,0.05
3600,1,1,0.1,0.001,0.01,0.001,0.00015,0.001,0.9999,0.05
3601,0,0,0.001,0.0001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3602,1,0,0.001,0.0001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3603,0,1,0.001,0.0001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3604,1,1,0.001,0.0001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3605,0,0,0.01,0.0001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3606,1,0,0.01,0.0001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3607,0,1,0.01,0.0001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3608,1,1,0.01,0.0001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3609,0,0,0.1,0.0001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3610,1,0,0.1,0.0001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3611,0,1,0.1,0.0001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3612,1,1,0.1,0.0001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3613,0,0,0.001,0.001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3614,1,0,0.001,0.001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3615,0,1,0.001,0.001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3616,1,1,0.001,0.001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3617,0,0,0.01,0.001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3618,1,0,0.01,0.001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3619,0,1,0.01,0.001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3620,1,1,0.01,0.001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3621,0,0,0.1,0.001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3622,1,0,0.1,0.001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3623,0,1,0.1,0.001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3624,1,1,0.1,0.001,0.0001,0.01,0.00015,0.001,0.9999,0.05
3625,0,0,0.001,0.0001,0.001,0.01,0.00015,0.001,0.9999,0.05
3626,1,0,0.001,0.0001,0.001,0.01,0.00015,0.001,0.9999,0.05
3627,0,1,0.001,0.0001,0.001,0.01,0.00015,0.001,0.9999,0.05
3628,1,1,0.001,0.0001,0.001,0.01,0.00015,0.001,0.9999,0.05
3629,0,0,0.01,0.0001,0.001,0.01,0.00015,0.001,0.9999,0.05
3630,1,0,0.01,0.0001,0.001,0.01,0.00015,0.001,0.9999,0.05
3631,0,1,0.01,0.0001,0.001,0.01,0.00015,0.001,0.9999,0.05
3632,1,1,0.01,0.0001,0.001,0.01,0.00015,0.001,0.9999,0.05
3633,0,0,0.1,0.0001,0.001,0.01,0.00015,0.001,0.9999,0.05
3634,1,0,0.1,0.0001,0.001,0.01,0.00015,0.001,0.9999,0.05
3635,0,1,0.1,0.0001,0.001,0.01,0.00015,0.001,0.9999,0.05
3636,1,1,0.1,0.0001,0.001,0.01,0.00015,0.001,0.9999,0.05
3637,0,0,0.001,0.001,0.001,0.01,0.00015,0.001,0.9999,0.05
3638,1,0,0.001,0.001,0.001,0.01,0.00015,0.001,0.9999,0.05
3639,0,1,0.001,0.001,0.001,0.01,0.00015,0.001,0.9999,0.05
3640,1,1,0.001,0.001,0.001,0.01,0.00015,0.001,0.9999,0.05
3641,0,0,0.01,0.001,0.001,0.01,0.00015,0.001,0.9999,0.05
3642,1,0,0.01,0.001,0.001,0.01,0.00015,0.001,0.9999,0.05
3643,0,1,0.01,0.001,0.001,0.01,0.00015,0.001,0.9999,0.05
3644,1,1,0.01,0.001,0.001,0.01,0.00015,0.001,0.9999,0.05
3645,0,0,0.1,0.001,0.001,0.01,0.00015,0.001,0.9999,0.05
3646,1,0,0.1,0.001,0.001,0.01,0.00015,0.001,0.9999,0.05
3647,0,1,0.1,0.001,0.001,0.01,0.00015,0.001,0.9999,0.05
3648,1,1,0.1,0.001,0.001,0.01,0.00015,0.001,0.9999,0.05
3649,0,0,0.001,0.0001,0.01,0.01,0.00015,0.001,0.9999,0.05
3650,1,0,0.001,0.0001,0.01,0.01,0.00015,0.001,0.9999,0.05
3651,0,1,0.001,0.0001,0.01,0.01,0.00015,0.001,0.9999,0.05
3652,1,1,0.001,0.0001,0.01,0.01,0.00015,0.001,0.9999,0.05
3653,0,0,0.01,0.0001,0.01,0.01,0.00015,0.001,0.9999,0.05
3654,1,0,0.01,0.0001,0.01,0.01,0.00015,0.001,0.9999,0.05
3655,0,1,0.01,0.0001,0.01,0.01,0.00015,0.001,0.9999,0.05
3656,1,1,0.01,0.0001,0.01,0.01,0.00015,0.001,0.9999,0.05
3657,0,0,0.1,0.0001,0.01,0.01,0.00015,0.001,0.9999,0.05
3658,1,0,0.1,0.0001,0.01,0.01,0.00015,0.001,0.9999,0.05
3659,0,1,0.1,0.0001,0.01,0.01,0.00015,0.001,0.9999,0.05
3660,1,1,0.1,0.0001,0.01,0.01,0.00015,0.001,0.9999,0.05
3661,0,0,0.001,0.001,0.01,0.01,0.00015,0.001,0.9999,0.05
3662,1,0,0.001,0.001,0.01,0.01,0.00015,0.001,0.9999,0.05
3663,0,1,0.001,0.001,0.01,0.01,0.00015,0.001,0.9999,0.05
3664,1,1,0.001,0.001,0.01,0.01,0.00015,0.001,0.9999,0.05
3665,0,0,0.01,0.001,0.01,0.01,0.00015,0.001,0.9999,0.05
3666,1,0,0.01,0.001,0.01,0.01,0.00015,0.001,0.9999,0.05
3667,0,1,0.01,0.001,0.01,0.01,0.00015,0.001,0.9999,0.05
3668,1,1,0.01,0.001,0.01,0.01,0.00015,0.001,0.9999,0.05
3669,0,0,0.1,0.001,0.01,0.01,0.00015,0.001,0.9999,0.05
3670,1,0,0.1,0.001,0.01,0.01,0.00015,0.001,0.9999,0.05
3671,0,1,0.1,0.001,0.01,0.01,0.00015,0.001,0.9999,0.05
3672,1,1,0.1,0.001,0.01,0.01,0.00015,0.001,0.9999,0.05
3673,0,0,0.001,0.0001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3674,1,0,0.001,0.0001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3675,0,1,0.001,0.0001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3676,1,1,0.001,0.0001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3677,0,0,0.01,0.0001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3678,1,0,0.01,0.0001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3679,0,1,0.01,0.0001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3680,1,1,0.01,0.0001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3681,0,0,0.1,0.0001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3682,1,0,0.1,0.0001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3683,0,1,0.1,0.0001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3684,1,1,0.1,0.0001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3685,0,0,0.001,0.001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3686,1,0,0.001,0.001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3687,0,1,0.001,0.001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3688,1,1,0.001,0.001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3689,0,0,0.01,0.001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3690,1,0,0.01,0.001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3691,0,1,0.01,0.001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3692,1,1,0.01,0.001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3693,0,0,0.1,0.001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3694,1,0,0.1,0.001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3695,0,1,0.1,0.001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3696,1,1,0.1,0.001,0.0001,0.0001,0.0002,0.001,0.9999,0.05
3697,0,0,0.001,0.0001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3698,1,0,0.001,0.0001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3699,0,1,0.001,0.0001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3700,1,1,0.001,0.0001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3701,0,0,0.01,0.0001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3702,1,0,0.01,0.0001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3703,0,1,0.01,0.0001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3704,1,1,0.01,0.0001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3705,0,0,0.1,0.0001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3706,1,0,0.1,0.0001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3707,0,1,0.1,0.0001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3708,1,1,0.1,0.0001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3709,0,0,0.001,0.001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3710,1,0,0.001,0.001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3711,0,1,0.001,0.001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3712,1,1,0.001,0.001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3713,0,0,0.01,0.001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3714,1,0,0.01,0.001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3715,0,1,0.01,0.001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3716,1,1,0.01,0.001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3717,0,0,0.1,0.001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3718,1,0,0.1,0.001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3719,0,1,0.1,0.001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3720,1,1,0.1,0.001,0.001,0.0001,0.0002,0.001,0.9999,0.05
3721,0,0,0.001,0.0001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3722,1,0,0.001,0.0001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3723,0,1,0.001,0.0001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3724,1,1,0.001,0.0001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3725,0,0,0.01,0.0001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3726,1,0,0.01,0.0001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3727,0,1,0.01,0.0001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3728,1,1,0.01,0.0001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3729,0,0,0.1,0.0001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3730,1,0,0.1,0.0001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3731,0,1,0.1,0.0001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3732,1,1,0.1,0.0001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3733,0,0,0.001,0.001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3734,1,0,0.001,0.001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3735,0,1,0.001,0.001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3736,1,1,0.001,0.001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3737,0,0,0.01,0.001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3738,1,0,0.01,0.001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3739,0,1,0.01,0.001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3740,1,1,0.01,0.001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3741,0,0,0.1,0.001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3742,1,0,0.1,0.001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3743,0,1,0.1,0.001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3744,1,1,0.1,0.001,0.01,0.0001,0.0002,0.001,0.9999,0.05
3745,0,0,0.001,0.0001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3746,1,0,0.001,0.0001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3747,0,1,0.001,0.0001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3748,1,1,0.001,0.0001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3749,0,0,0.01,0.0001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3750,1,0,0.01,0.0001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3751,0,1,0.01,0.0001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3752,1,1,0.01,0.0001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3753,0,0,0.1,0.0001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3754,1,0,0.1,0.0001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3755,0,1,0.1,0.0001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3756,1,1,0.1,0.0001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3757,0,0,0.001,0.001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3758,1,0,0.001,0.001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3759,0,1,0.001,0.001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3760,1,1,0.001,0.001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3761,0,0,0.01,0.001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3762,1,0,0.01,0.001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3763,0,1,0.01,0.001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3764,1,1,0.01,0.001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3765,0,0,0.1,0.001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3766,1,0,0.1,0.001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3767,0,1,0.1,0.001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3768,1,1,0.1,0.001,0.0001,0.001,0.0002,0.001,0.9999,0.05
3769,0,0,0.001,0.0001,0.001,0.001,0.0002,0.001,0.9999,0.05
3770,1,0,0.001,0.0001,0.001,0.001,0.0002,0.001,0.9999,0.05
3771,0,1,0.001,0.0001,0.001,0.001,0.0002,0.001,0.9999,0.05
3772,1,1,0.001,0.0001,0.001,0.001,0.0002,0.001,0.9999,0.05
3773,0,0,0.01,0.0001,0.001,0.001,0.0002,0.001,0.9999,0.05
3774,1,0,0.01,0.0001,0.001,0.001,0.0002,0.001,0.9999,0.05
3775,0,1,0.01,0.0001,0.001,0.001,0.0002,0.001,0.9999,0.05
3776,1,1,0.01,0.0001,0.001,0.001,0.0002,0.001,0.9999,0.05
3777,0,0,0.1,0.0001,0.001,0.001,0.0002,0.001,0.9999,0.05
3778,1,0,0.1,0.0001,0.001,0.001,0.0002,0.001,0.9999,0.05
3779,0,1,0.1,0.0001,0.001,0.001,0.0002,0.001,0.9999,0.05
3780,1,1,0.1,0.0001,0.001,0.001,0.0002,0.001,0.9999,0.05
3781,0,0,0.001,0.001,0.001,0.001,0.0002,0.001,0.9999,0.05
3782,1,0,0.001,0.001,0.001,0.001,0.0002,0.001,0.9999,0.05
3783,0,1,0.001,0.001,0.001,0.001,0.0002,0.001,0.9999,0.05
3784,1,1,0.001,0.001,0.001,0.001,0.0002,0.001,0.9999,0.05
3785,0,0,0.01,0.001,0.001,0.001,0.0002,0.001,0.9999,0.05
3786,1,0,0.01,0.001,0.001,0.001,0.0002,0.001,0.9999,0.05
3787,0,1,0.01,0.001,0.001,0.001,0.0002,0.001,0.9999,0.05
3788,1,1,0.01,0.001,0.001,0.001,0.0002,0.001,0.9999,0.05
3789,0,0,0.1,0.001,0.001,0.001,0.0002,0.001,0.9999,0.05
3790,1,0,0.1,0.001,0.001,0.001,0.0002,0.001,0.9999,0.05
3791,0,1,0.1,0.001,0.001,0.001,0.0002,0.001,0.9999,0.05
3792,1,1,0.1,0.001,0.001,0.001,0.0002,0.001,0.9999,0.05
3793,0,0,0.001,0.0001,0.01,0.001,0.0002,0.001,0.9999,0.05
3794,1,0,0.001,0.0001,0.01,0.001,0.0002,0.001,0.9999,0.05
3795,0,1,0.001,0.0001,0.01,0.001,0.0002,0.001,0.9999,0.05
3796,1,1,0.001,0.0001,0.01,0.001,0.0002,0.001,0.9999,0.05
3797,0,0,0.01,0.0001,0.01,0.001,0.0002,0.001,0.9999,0.05
3798,1,0,0.01,0.0001,0.01,0.001,0.0002,0.001,0.9999,0.05
3799,0,1,0.01,0.0001,0.01,0.001,0.0002,0.001,0.9999,0.05
3800,1,1,0.01,0.0001,0.01,0.001,0.0002,0.001,0.9999,0.05
3801,0,0,0.1,0.0001,0.01,0.001,0.0002,0.001,0.9999,0.05
3802,1,0,0.1,0.0001,0.01,0.001,0.0002,0.001,0.9999,0.05
3803,0,1,0.1,0.0001,0.01,0.001,0.0002,0.001,0.9999,0.05
3804,1,1,0.1,0.0001,0.01,0.001,0.0002,0.001,0.9999,0.05
3805,0,0,0.001,0.001,0.01,0.001,0.0002,0.001,0.9999,0.05
3806,1,0,0.001,0.001,0.01,0.001,0.0002,0.001,0.9999,0.05
3807,0,1,0.001,0.001,0.01,0.001,0.0002,0.001,0.9999,0.05
